prey,Base_diUb,Vec_diUb,diUb1,Enr_diUb,sEnr_diUb,p_Bind_diUb
Uggt1,24,0,0.1,1,-3.39,0.113
Psme2,90.4,0.1,0.2,0.77,-2.88,0.113
Trim39,16.8,0,0.1,1,-3.34,0.112
Slc25a3,320.5,0.1,0.3,1.36,-2.98,0.112
Sf3a3,86.1,0.1,0.1,0.36,-3.11,0.112
Lama5,1.4,0,0.1,1,-3.41,0.112
Syp,19.5,0,0.1,1,-3.29,0.112
Pbk,214.9,0.1,0.2,1.1,-2.9,0.112
Pcsk5,36.7,0.1,0.1,0.36,-3,0.112
Mcu,48,0,0.1,1,-3.43,0.111
Paqr5,125.3,0,0.1,1.59,-3.25,0.111
Gm597,26.2,0,0.1,1,-3.42,0.111
Slc10a7,36.6,0,0.1,1,-3.35,0.111
Ptpra,15,0,0.1,1,-3.31,0.111
Bptf,161.3,0.1,0.2,0.77,-2.99,0.111
Top1,236.4,0.1,0.3,0.7,-2.95,0.111
Prss39,57.3,0,0.1,1,-3.32,0.111
Wisp1,27.3,0,0.1,1,-3.41,0.111
Zfp866,46.1,0,0.1,1,-3.4,0.111
Cers3,30.2,0,0.1,1,-3.3,0.11
Pggt1b,43.9,0,0.1,1,-3.41,0.11
Alg10b,15.9,0,0.1,1,-3.34,0.11
Aqp1,14.7,0,0.1,1,-3.3,0.11
Hspb8,30.5,0.1,0.1,0.49,-2.94,0.11
Ccdc3,23.3,0.1,0.1,0.49,-2.91,0.11
AU021092,22,0,0.1,1,-3.34,0.11
Gnao1,19.7,0,0.1,1,-3.33,0.11
BC100451,60.7,0.1,0.2,0.29,-2.93,0.11
Arhgap25,21.5,0,0.1,1,-3.26,0.11
Gstt1,27.7,0,0.1,1,-3.44,0.11
Zfp655,213.4,0,0.2,2,-3.24,0.109
BC051142,312.7,0,0.2,2,-3.21,0.109
Col4a5,27.6,0,0.1,1,-3.38,0.109
Slc52a3,47.3,0.1,0.1,0.36,-2.97,0.109
Anxa2,157.6,0.1,0.3,0.79,-2.92,0.109
Taf5l,26.2,0,0.1,1,-3.36,0.109
Mx1,21.8,0,0.1,1,-3.37,0.109
Them7,213.7,0,0.1,1.59,-3.28,0.109
Dgkd,189.5,0,0.1,1.59,-3.27,0.109
Fam118b,178.2,0,0.1,1.59,-3.28,0.108
Ubn2,101.5,0.1,0.2,0.9,-2.99,0.108
Srp54a,235.6,0.1,0.2,0.77,-3.09,0.108
Ppm1g,53,0.1,0.1,0.36,-3.06,0.108
Snrnp40,26.6,0,0.1,1,-3.39,0.108
Atad2,17.9,0,0.1,1,-3.33,0.108
Ipo13,5.8,0,0.1,1,-3.34,0.108
Mboat2,32.6,0.1,0.1,0.49,-2.92,0.108
Csnk1e,16.7,0,0.1,1,-3.39,0.108
Olfr78,8.4,0.1,0.1,0.36,-2.98,0.107
Sufu,38.9,0,0.1,1,-3.43,0.107
Sars,18.8,0,0.1,1,-3.35,0.107
Fam46c,128.8,0.1,0.2,0.77,-2.94,0.107
Tcp11,27.8,0,0.1,1,-3.43,0.107
Dtymk,23.9,0.1,0.1,0.36,-3.04,0.107
Alg9,34,0,0.1,1,-3.43,0.107
Il4ra,19.8,0,0.1,1,-3.36,0.106
Psmb6,21.6,0,0.1,1,-3.45,0.106
1700025G04Rik,65,0.1,0.1,0.36,-3.03,0.106
Gpr22,36.6,0,0.1,1,-3.43,0.106
Mxi1,40.5,0,0.1,1,-3.42,0.106
Aldh3a2,163.7,0,0.1,1.59,-3.35,0.106
l7Rn6,40.6,0,0.1,1,-3.44,0.106
Pyroxd1,72.6,0.1,0.2,0.77,-2.94,0.106
Chrnb1,27.6,0,0.1,1,-3.34,0.106
Polg,49.9,0,0.1,1,-3.55,0.106
Ak8,23.7,0,0.1,1,-3.41,0.105
Ndc80,34.9,0,0.1,1,-3.41,0.105
Ikzf2,17.9,0,0.1,1,-3.43,0.105
Lrp8,30.4,0,0.1,1,-3.4,0.105
Gm4951,16.3,0,0.1,1,-3.37,0.105
Fut8,150.4,0.1,0.2,0.9,-2.97,0.105
Eif4h,34.2,0,0.1,1,-3.41,0.105
Mcl1,199.6,0.1,0.2,1.23,-3.06,0.105
Fxyd6,52.6,0,0.1,1,-3.52,0.105
Ppl,54.4,0,0.1,1,-3.4,0.105
Sel1l3,51.8,0,0.1,1,-3.47,0.105
Mthfs,21.7,0,0.1,1,-3.32,0.105
Cdh4,24.5,0,0.1,1,-3.41,0.104
Gm6460,79.2,0.1,0.1,0.49,-3.14,0.104
Fbxo4,25.9,0,0.1,1,-3.46,0.104
Sdhc,272.9,0,0.1,1.59,-3.4,0.104
Tmem206,39.4,0,0.1,1,-3.39,0.104
Mrpl17,15.5,0,0.1,1,-3.38,0.104
Wdr13,135.3,0.1,0.2,0.77,-3.07,0.104
Lamc2,123.5,0.3,0.3,-0.02,-2.96,0.104
Map3k1,40.7,0,0.1,1,-3.41,0.104
Clic6,36.3,0.1,0.1,0.49,-3.04,0.104
Acp1,302.2,0.1,0.2,1.1,-3.09,0.104
Tesk2,46.4,0,0.1,1,-3.48,0.104
4930474N05Rik,15.9,0,0.1,1,-3.38,0.103
Kcnb1,19.8,0,0.1,1,-3.38,0.103
Snrpd1,38.5,0,0.1,1,-3.48,0.103
Cbl,21.2,0,0.1,1,-3.42,0.103
Ikbip,16.8,0,0.1,1,-3.41,0.103
Ptbp1,27.9,0,0.1,1,-3.45,0.103
Cep57l1,179.7,591.6,308,-0.94,-2.7,0.103
Atxn1l,40.4,0,0.1,1,-3.55,0.103
4930595M18Rik,24.4,0,0.1,1,-3.41,0.103
Rad18,32,0.1,0.1,0.36,-3.01,0.103
Extl3,27.7,0,0.1,1,-3.49,0.103
Gbp5,6.4,0.1,0.1,-0.1,-3.21,0.103
Mrpl32,16.8,0,0.1,1,-3.39,0.103
Hmgcll1,37.4,0,0.1,1,-3.43,0.102
Pef1,21.6,0,0.1,1,-3.39,0.102
Casp7,35.2,0,0.1,1,-3.46,0.102
Pxk,50.6,0,0.1,1,-3.46,0.102
Lin54,32.9,0,0.1,1,-3.53,0.102
Tcf24,27.1,0,0.1,1,-3.51,0.101
Nup37,193.2,0.1,0.2,0.9,-3.16,0.101
Sectm1b,38.9,0,0.1,1,-3.5,0.101
Muc4,24.4,0,0.1,1,-3.4,0.101
Park7,38.2,0.1,0.1,0.36,-3.09,0.101
Pigf,185.8,0.1,0.2,0.77,-3.02,0.101
Slc25a39,34.8,0,0.1,1,-3.46,0.101
Wsb2,42.7,0.1,0.1,0.49,-3.05,0.101
Ecsit,21.1,0,0.1,1,-3.41,0.101
Dut,26.8,0,0.1,1,-3.42,0.101
AA987161,45.2,0,0.1,1,-3.44,0.101
Pmp22,73.6,0.1,0.1,0.36,-3.16,0.101
Pcdhb17,12.7,0,0.1,1,-3.46,0.1
Zxdb,50,0,0.1,1,-3.49,0.1
Kctd7,51.3,0.1,0.1,0.36,-3.14,0.1
Casp8ap2,26.4,0,0.1,1,-3.49,0.1
Scn3a,33.3,0,0.1,1,-3.48,0.1
Ptchd1,23.7,0,0.1,1,-3.43,0.1
Marveld2,37.7,0,0.1,1,-3.45,0.1
Adad1,180.8,0,0.1,1.59,-3.4,0.1
Spesp1,82.5,0.5,0.4,-0.34,-2.94,0.099
Tex10,88.7,0.1,0.1,0.36,-3.19,0.099
Slc39a7,32.3,0,0.1,1,-3.49,0.099
Cmtm3,26.3,0,0.1,1,-3.49,0.099
Fabp3,69.6,0,0.1,1,-3.48,0.099
Cst9,40,0,0.1,1,-3.46,0.099
1700012P22Rik,154.4,0.1,0.2,0.61,-3.04,0.099
Krt6b,15.1,0,0.1,1,-3.35,0.099
Faim,28.5,0,0.1,1,-3.48,0.098
Rad51b,32.8,0,0.1,1,-3.51,0.098
Dgkg,55.2,0,0.1,1,-3.44,0.098
Nell1,33.6,0,0.1,1,-3.36,0.098
A2m,34.2,0,0.1,1,-3.52,0.098
Pgk1,230.2,0.1,0.2,0.77,-3.15,0.098
Pcgf5,74.5,0,0.1,1,-3.57,0.098
Ddx18,76.5,0,0.1,1,-3.53,0.098
Sdcbp,641.2,2.6,2,-0.35,-2.81,0.098
Tmbim4,53.4,0.1,0.1,0.36,-3.11,0.098
Ap4b1,44.7,0,0.1,1,-3.6,0.097
Aamdc,54.1,0,0.1,1,-3.56,0.097
Cyp2a5,75.4,0,0.1,1,-3.53,0.097
Dnajc28,40,0,0.1,1,-3.56,0.097
Zfp280c,25.6,0,0.1,1,-3.47,0.097
BC049730,73.9,0,0.1,1,-3.53,0.097
Ccdc122,20.7,0,0.1,1,-3.39,0.097
Arhgap21,32.5,0,0.1,1,-3.45,0.097
Sgsm1,27.2,0,0.1,1,-3.49,0.097
Col4a6,32.7,0,0.1,1,-3.45,0.097
Dusp16,73.4,0,0.1,1,-3.52,0.097
Dbi,68.2,0.1,0.1,0.36,-3.17,0.096
Dis3,98.4,0,0.1,1,-3.66,0.096
1700125H20Rik,36.4,0,0.1,1,-3.46,0.096
Adam26b,53.6,0,0.1,1,-3.47,0.096
Gpx8,337.2,0,0.1,1.59,-3.47,0.096
Ecscr,239,0.1,0.2,0.77,-3.26,0.096
Scn2a1,29.9,0,0.1,1,-3.55,0.096
Ric1,25.8,0,0.1,1,-3.49,0.096
Nde1,75.2,0,0.1,1,-3.55,0.096
Mms19,84.8,0.1,0.2,0.77,-3.05,0.095
Afm,52.6,0,0.1,1,-3.49,0.095
Bgn,64,0,0.1,1,-3.56,0.095
Dennd5b,62.7,0,0.1,1,-3.54,0.095
Slirp,95.8,0.1,0.2,0.12,-3.08,0.094
Cd81,99.3,0.2,0.2,0.18,-2.99,0.094
Tfb2m,91.1,0.1,0.1,0.49,-3.23,0.094
Mpzl1,63.5,0,0.1,1,-3.53,0.094
Bbs10,25.1,0,0.1,1,-3.52,0.094
Ankrd61,55.5,0,0.1,1,-3.57,0.094
Fam222b,60.9,0,0.1,1,-3.54,0.093
Pex3,282.1,0.2,0.3,0.6,-3.03,0.093
Gm4944,30.6,0,0.1,1,-3.53,0.093
Pam,57,0,0.1,1,-3.62,0.093
Ptk2,65.4,0,0.1,1,-3.56,0.093
Nudt7,51.8,0,0.1,1,-3.48,0.093
Ntrk3,38.3,0,0.1,1,-3.56,0.093
Cutc,44.7,0,0.1,1,-3.56,0.093
Eif3c,34,0,0.1,1,-3.51,0.093
Pigb,32.7,0,0.1,1,-3.54,0.093
Ctxn3,41.5,0,0.1,1,-3.57,0.092
Myo6,321.4,0.1,0.2,1.23,-3.15,0.092
Epas1,93,0.1,0.1,0.36,-3.24,0.092
Uhrf1bp1,54.9,0,0.1,1,-3.49,0.092
Mfap1b,87.1,0,0.1,1,-3.64,0.092
Hmox2,328.4,0.1,0.2,0.61,-3.23,0.092
Atp1b2,56.8,0,0.1,1,-3.56,0.092
Ctsz,59.5,0.1,0.2,0.2,-3.11,0.092
Aldh7a1,81.2,0,0.1,1,-3.63,0.092
Hdac11,45.7,0,0.1,1,-3.55,0.092
Cep95,52.1,0,0.1,1,-3.54,0.092
Rhoj,47.6,0.1,0.1,0.36,-3.21,0.092
Bmp6,52.5,0,0.1,1,-3.54,0.092
Sdhb,82.9,0.1,0.1,0.36,-3.25,0.092
Hmgn1,127.2,0.1,0.2,0.2,-3.21,0.092
Acpp,49.5,0,0.1,1,-3.51,0.092
Nisch,38.4,0,0.1,1,-3.57,0.092
Ralyl,71.7,0,0.1,1,-3.56,0.092
Bend7,44.5,0,0.1,1,-3.59,0.091
Ccng1,374.5,0.1,0.2,0.77,-3.29,0.091
Serpinb11,78.8,0.2,0.2,-0.15,-3.04,0.091
Enox2,58.5,0,0.1,1,-3.52,0.091
Pxdn,227.5,0.1,0.2,0.77,-3.27,0.091
Mak,70.5,0,0.1,1,-3.59,0.091
Zdhhc17,73.4,0,0.1,1,-3.57,0.091
Erich3,227.6,0.2,0.3,0.28,-3.15,0.091
Inmt,55.8,0,0.1,1,-3.67,0.091
Abhd6,74.6,0,0.1,1,-3.61,0.09
G6pc3,16.9,0,0.1,1,-3.48,0.09
Rilpl1,7,0.1,0.1,-0.1,-3.38,0.09
Rexo4,56.9,0,0.1,1,-3.59,0.09
Zfp120,94.3,0.1,0.1,0.36,-3.23,0.09
Gramd3,130.1,0,0.1,1,-3.65,0.09
Ctns,66.5,0,0.1,1,-3.57,0.09
Ccnd2,69.6,0.1,0.1,0.36,-3.23,0.09
Cox11,43.3,0,0.1,1,-3.57,0.09
Rnf34,125.8,0.1,0.1,0.49,-3.28,0.09
Pgrmc2,63.1,0,0.1,1,-3.69,0.09
H2-Aa,36.4,0,0.1,1,-3.58,0.09
Zfp622,39.8,0,0.1,1,-3.59,0.09
Ccdc90b,66.7,0,0.1,1,-3.56,0.09
Cth,179.6,0.1,0.2,0.61,-3.08,0.089
Mkln1,102.1,0.1,0.1,0.36,-3.23,0.089
Acaa2,56.5,0,0.1,1,-3.66,0.089
Spata13,64.6,0,0.1,1,-3.62,0.089
Nwd2,47.2,0,0.1,1,-3.58,0.089
Mrrf,104.6,0,0.1,1,-3.66,0.089
4930503B20Rik,359.2,0.1,0.2,0.52,-3.27,0.089
Frmd5,24.8,0,0.1,1,-3.55,0.089
Rpl37,74.6,0,0.1,1,-3.6,0.089
Zfp180,97.7,0.1,0.1,0.36,-3.26,0.089
1810022K09Rik,81.4,0,0.1,1,-3.6,0.089
Trappc4,72.1,0,0.1,1,-3.58,0.089
Shisa2,56.7,0,0.1,1,-3.56,0.089
4930412D23Rik,68.6,0,0.1,1,-3.75,0.089
Dync1i2,82.3,0.1,0.1,0.36,-3.29,0.088
Zfp106,129.5,0,0.1,1,-3.6,0.088
Otub2,98.7,0,0.1,1,-3.54,0.088
AW554918,65.1,0,0.1,1,-3.58,0.088
1700028P14Rik,261.3,0.1,0.2,0.77,-3.25,0.087
Mycbp2,250.8,2029,814.8,-1.32,-2.92,0.087
Tex15,65.3,0,0.1,1,-3.6,0.087
Ftmt,67.8,0.1,0.1,0.49,-3.22,0.087
Calml4,52.2,0,0.1,1,-3.68,0.087
Xpo1,241.8,0.1,0.2,0.77,-3.27,0.087
Ubb,139.6,0,0.1,1,-3.67,0.087
Bco1,57.6,0,0.1,1,-3.54,0.087
Trmt5,70.3,0,0.1,1,-3.66,0.087
Arhgef5,103,0.1,0.1,0.36,-3.36,0.087
Rps25,60.1,0,0.1,1,-3.66,0.087
Ccdc137,60.4,0,0.1,1,-3.62,0.087
Gng3,57.5,0,0.1,1,-3.7,0.087
Alg11,94.7,0.1,0.1,0.36,-3.23,0.087
Rab23,75.4,0,0.1,1,-3.61,0.087
Slc35g1,64,0.1,0.1,0.36,-3.3,0.086
Clec1a,57.2,0,0.1,1,-3.68,0.086
Lrrc28,34.3,0,0.1,1,-3.6,0.086
Elp2,108.4,0,0.1,1,-3.63,0.086
Stambpl1,74.7,0,0.1,1,-3.68,0.086
Fmn2,47.8,0,0.1,1,-3.57,0.086
Naaa,106.3,0.1,0.1,0.36,-3.3,0.086
Gipc2,82.8,0,0.1,1,-3.71,0.086
Lrat,46.2,0.1,0.1,0.36,-3.24,0.086
Rpl21,56.4,0,0.1,1,-3.69,0.086
Tbc1d12,50.4,0,0.1,1,-3.58,0.086
Ice1,154.9,0.1,0.1,0.36,-3.38,0.085
Tmx1,188.9,0.1,0.2,0.52,-3.13,0.085
Gria4,94.2,0,0.1,1,-3.63,0.085
Ube2f,87.7,0,0.1,1,-3.74,0.085
Rabl2,85.9,0,0.1,1,-3.65,0.085
Tefm,84.5,0,0.1,1,-3.65,0.085
Txndc16,99.9,0,0.1,1,-3.73,0.085
Arhgef6,152.9,0.2,0.2,0.18,-3.11,0.085
Fam134c,84.3,0,0.1,1,-3.64,0.085
Abr,149.7,0,0.1,1,-3.74,0.085
Crnkl1,83.9,0.1,0.1,0.36,-3.38,0.085
Bbx,108.2,0.1,0.1,0.36,-3.35,0.085
P2ry14,81.3,0,0.1,1,-3.65,0.084
Eif2a,148.7,0.1,0.1,0.36,-3.38,0.084
Sgk2,76.8,0,0.1,1,-3.73,0.084
Xylb,92.3,0.1,0.1,0.36,-3.36,0.084
Tmem131,42,0.1,0.1,0.36,-3.18,0.084
Klhl10,136.3,0.2,0.2,-0.01,-3.14,0.084
Dcaf12l1,73.6,0,0.1,1,-3.67,0.084
Rpl23,55.6,0,0.1,1,-3.62,0.084
P2ry12,68,0,0.1,1,-3.71,0.084
Sucnr1,89.6,0,0.1,1,-3.68,0.083
Dpagt1,70.5,0,0.1,1,-3.68,0.083
D630039A03Rik,23.5,0,0.1,1,-3.58,0.083
Tsnaxip1,65.1,0,0.1,1,-3.64,0.083
Kcne4,66.7,0,0.1,1,-3.65,0.083
Ckap4,49,0,0.1,1,-3.62,0.083
Camsap1,133.5,0.1,0.1,0.49,-3.36,0.083
Mrpl13,69.3,0,0.1,1,-3.64,0.083
Zfp191,148,0,0.1,1,-3.73,0.083
Tex33,62.6,0,0.1,1,-3.59,0.083
Ube2e1,76.3,0,0.1,1,-3.65,0.083
Anxa8,64.9,0,0.1,1,-3.66,0.083
Colec12,80.5,0,0.1,1,-3.63,0.083
Uqcc1,65.4,0,0.1,1,-3.69,0.083
Usp15,217.4,0.1,0.2,0.77,-3.27,0.083
Vmn1r181,65.1,0,0.1,1,-3.67,0.083
Dip2c,93.6,0,0.1,1,-3.71,0.083
Rfc2,66.1,0,0.1,1,-3.63,0.083
Spire1,158.4,0,0.1,1,-3.79,0.082
Hccs,93.2,0.1,0.1,0.36,-3.33,0.082
Defb1,114.9,0.1,0.1,0.49,-3.35,0.082
Ublcp1,214.2,0,0.1,1,-3.76,0.082
Adcy7,111,0,0.1,1,-3.62,0.082
Nucks1,84,0.1,0.1,0.36,-3.35,0.082
Dstyk,75.6,0,0.1,1,-3.66,0.082
Cyp2j5,445,0.1,0.2,0.52,-3.41,0.082
Ska2,69.4,0,0.1,1,-3.62,0.082
Rraga,70.1,0,0.1,1,-3.65,0.082
Ppp2r1a,114.6,0,0.1,1,-3.72,0.082
Wdpcp,95,0,0.1,1,-3.68,0.082
Cog4,50.5,0.1,0.1,0.36,-3.31,0.081
Crcp,66.8,0,0.1,1,-3.69,0.081
Ddb1,121.8,0.1,0.1,0.36,-3.4,0.081
Lsm6,84,0.2,0.2,-0.27,-3.23,0.081
Fnta,183.9,0,0.1,1.59,-3.64,0.081
Atp6v0d2,101.8,0.1,0.1,0.49,-3.35,0.081
Fbxl13,109.1,0.1,0.1,0.49,-3.33,0.081
Nt5dc1,52.1,0,0.1,1,-3.53,0.081
Pi4ka,150.8,0.1,0.1,0.36,-3.45,0.081
Ifi202b,56.8,0.1,0.1,-0.21,-3.33,0.081
Efcab14,107.2,0.1,0.1,0.36,-3.35,0.081
Itih2,4.2,0.1,0.1,-0.23,-3.5,0.081
Hspa5,297.7,4105.6,1461,-1.49,-2.95,0.081
Wdr1,91.6,0.1,0.1,0.36,-3.36,0.081
Nup88,139.9,0.1,0.2,0.2,-3.25,0.08
Arl14ep,124.3,0.1,0.1,0.36,-3.33,0.08
Lman2l,124.3,0,0.1,1,-3.65,0.08
4930430F08Rik,88.6,0,0.1,1,-3.7,0.08
Nt5c2,96.5,0,0.1,1,-3.76,0.08
Ak4,291.4,0.1,0.2,0.77,-3.36,0.08
1700109H08Rik,85.4,0,0.1,1,-3.72,0.08
Znrf2,123.2,0.6,0.4,-0.61,-3.09,0.08
Socs2,67.9,0,0.1,1,-3.67,0.08
Gm5168,133.2,0.1,0.1,0.36,-3.39,0.08
Lrrc40,57.7,0.1,0.1,0.36,-3.36,0.08
Dnttip2,107.7,0.1,0.1,0.49,-3.42,0.08
Cd8b1,94.8,0,0.1,1,-3.72,0.08
Toe1,47.1,0,0.1,1,-3.67,0.08
Bcl2l13,78.9,0.1,0.1,-0.3,-3.39,0.08
Flcn,80.1,0,0.1,1,-3.79,0.079
B4galt4,89.9,0,0.1,1,-3.71,0.079
Adcy1,66.7,0.2,0.2,-0.21,-3.24,0.079
Rnf185,93,0,0.1,1,-3.71,0.079
Scaf8,105.3,0,0.1,1,-3.8,0.079
1700012B07Rik,99.6,0.1,0.2,0.2,-3.24,0.079
Hmgxb4,47.6,0.1,0.1,-0.21,-3.26,0.079
Keg1,400.9,0.1,0.2,0.52,-3.38,0.079
Rbm7,192.4,0.1,0.1,0.49,-3.4,0.079
Uhrf2,122.6,0,0.1,1,-3.74,0.079
Nop10,84.9,0,0.1,1,-3.83,0.079
Npat,68,0,0.1,1,-3.8,0.078
Fam114a2,83.5,0,0.1,1,-3.65,0.078
4921539E11Rik,126.8,0,0.1,1,-3.75,0.078
Rps6,83,0,0.1,1,-3.69,0.078
Ddx21,128.7,0,0.1,1,-3.74,0.078
Diablo,136.3,0.1,0.2,0.29,-3.3,0.078
Tmem132b,45.1,0.1,0.1,-0.13,-3.25,0.078
Tprgl,70.7,0,0.1,1,-3.7,0.078
Ttc8,62.6,0.3,0.2,-0.55,-3.19,0.078
Med7,252.5,0.1,0.2,0.2,-3.39,0.078
Ddx46,196.7,4.6,2.9,-0.67,-2.94,0.078
Ldha,95.3,0,0.1,1,-3.78,0.078
Tmtc3,44.1,0.1,0.1,-0.13,-3.28,0.077
Atr,146.5,0,0.1,1,-3.8,0.077
Arfrp1,110.1,0,0.1,1,-3.75,0.077
Irgm2,66.5,0,0.1,1,-3.75,0.077
Glb1l2,132,0.1,0.2,0.12,-3.3,0.077
Mrfap1,347.2,0.1,0.2,0.52,-3.26,0.077
Itm2b,607.2,0.1,0.3,0.79,-3.34,0.077
Asb13,44,1,0.6,-0.78,-3.04,0.077
Gtf2h5,75.3,0,0.1,1,-3.77,0.077
Slc5a8,148.6,0.1,0.1,0.36,-3.5,0.077
Adh1,104.3,0.1,0.1,0.49,-3.36,0.077
Arid1a,143.7,0,0.1,1,-3.74,0.077
Rnf20,109.9,0,0.1,1,-3.79,0.077
Orc2,91.2,0,0.1,1,-3.69,0.077
Trmt11,62.2,0,0.1,1,-3.77,0.077
Sf3b6,189.8,0.1,0.2,0.2,-3.33,0.076
Igf2bp3,112.2,0,0.1,1,-3.9,0.076
Rpl17,98.3,0,0.1,1,-3.75,0.076
Med8,91.4,0,0.1,1,-3.79,0.076
Tcp10c,163.3,0.1,0.1,0.49,-3.46,0.076
Eprs,161,0,0.1,1,-3.74,0.076
D630045J12Rik,73.8,0.1,0.1,-0.13,-3.37,0.076
Gatad1,84.2,0,0.1,1,-3.75,0.076
Cpd,327.9,244.4,91.2,-1.42,-3.02,0.076
Ano6,107.4,0,0.1,1,-3.78,0.076
Ier3ip1,72.7,0,0.1,1,-3.69,0.076
Napb,126.9,0.1,0.1,0.36,-3.51,0.076
Lcn9,73.5,0,0.1,1,-3.76,0.076
Rtcb,146.8,0.1,0.1,0.36,-3.52,0.076
Acsl5,173.8,0.1,0.2,0.2,-3.37,0.075
Asb17,478.2,0.1,0.2,0.9,-3.43,0.075
Phkb,124.3,0,0.1,1,-3.82,0.075
Prom1,194.3,0.1,0.1,0.36,-3.49,0.075
Car8,91.2,0,0.1,1,-3.8,0.075
Orc5,128.3,0.1,0.1,0.49,-3.43,0.075
Nek1,116.8,0,0.1,1,-3.78,0.075
Glcci1,129.5,0,0.1,1,-3.79,0.075
Nme7,228.4,2563.6,761,-1.75,-3.01,0.075
2510009E07Rik,66.3,0.2,0.2,-0.14,-3.17,0.075
Atp6v0e2,104.7,0,0.1,1,-3.74,0.075
Atf4,82.6,0,0.1,1,-3.74,0.075
Tgoln2,34.6,0.1,0.1,-0.21,-3.26,0.074
Coq9,85.7,0,0.1,1,-3.79,0.074
Aph1b,81.1,0,0.1,1,-3.84,0.074
Fkbp14,97.8,0,0.1,1,-3.74,0.074
Ppif,17.1,0.1,0.1,-0.23,-3.62,0.074
Sqstm1,137.2,0,0.1,1,-3.77,0.074
Rnf103,157.8,0,0.1,1,-3.89,0.074
Lemd1,62.3,0,0.1,1,-3.75,0.074
Dydc1,138.1,0.1,0.2,0.12,-3.27,0.074
Uba2,248.9,0.1,0.2,0.2,-3.43,0.074
St5,139.3,0,0.1,1,-3.85,0.074
Ulk2,196,0.1,0.1,0.36,-3.56,0.074
Tomm20,205.8,0.4,0.3,-0.49,-3.29,0.074
Heatr5a,18.4,0.1,0.1,-0.1,-3.66,0.074
Sms,151.4,0,0.1,1,-3.79,0.074
Cwc15,462.3,0.4,0.4,-0.12,-3.29,0.074
Cog3,80.9,0,0.1,1,-3.68,0.074
Mfsd6,118.3,0,0.1,1,-3.8,0.074
Ndfip1,149.4,0.1,0.1,0.36,-3.47,0.073
Slc25a44,107.1,0,0.1,1,-3.83,0.073
Epn2,32.2,0.1,0.1,-0.1,-3.68,0.073
Tbc1d19,132.1,0.1,0.1,0.36,-3.43,0.073
Elmo1,76.8,0,0.1,1,-3.73,0.073
Cdca2,14.5,0.1,0.1,-0.23,-3.6,0.072
Erap1,63.9,0.1,0.1,-0.13,-3.48,0.072
Dock7,158.4,0,0.1,1,-3.79,0.072
Pdk3,81.1,0,0.1,1,-3.84,0.072
Tvp23b,203.2,0.2,0.2,0.05,-3.4,0.072
Phf20,120.4,0,0.1,1,-3.88,0.072
Thyn1,206.6,0.1,0.1,0.36,-3.54,0.072
Hmgcs2,89.9,0,0.1,1,-3.81,0.072
Atp1a4,133,0,0.1,1,-3.79,0.071
Gm10488,1202.5,0.4,0.4,0,-3.46,0.071
Fuca1,89.2,0.2,0.2,-0.48,-3.37,0.071
Psma1,678.5,0.2,0.3,0.38,-3.45,0.071
Mettl9,154.8,0,0.1,1,-3.83,0.071
Gm14781,142.1,0,0.1,1,-3.92,0.071
Gm4907,130,0,0.1,1,-3.85,0.071
Opa3,44.6,0.1,0.1,-0.13,-3.38,0.071
Banf2,25,0.1,0.1,-0.1,-3.69,0.071
Gm10486,501.3,0.2,0.3,0.11,-3.47,0.071
Mtmr12,68.7,0.2,0.2,-0.58,-3.31,0.071
Ctso,189.3,0,0.1,1,-3.88,0.071
Hmg20a,104.6,0.2,0.2,-0.14,-3.37,0.071
1700019G17Rik,179.8,0,0.1,1,-3.86,0.071
Ggps1,112.5,1,0.6,-0.81,-3.13,0.07
Laptm4a,154.6,0,0.1,1,-3.86,0.07
Slco1a6,149.9,0,0.1,1,-3.86,0.07
Cyp51,286.5,0.2,0.2,-0.01,-3.39,0.07
Gtf2f2,153.2,0,0.1,1,-3.82,0.07
Slc9b1,139.9,0,0.1,1,-3.89,0.07
Slc38a9,139.9,0,0.1,1,-3.8,0.07
Slc6a8,22.5,0.9,0.4,-1.29,-3.1,0.07
Tmem59,332.7,0.1,0.2,0.2,-3.51,0.07
Immp1l,149,0.1,0.1,0.49,-3.46,0.07
Tc2n,36.3,2.4,1,-1.29,-3.05,0.069
Atp1b3,317.7,16264.6,5595.2,-1.54,-3.14,0.069
Uso1,170.5,0.4,0.2,-0.76,-3.41,0.069
Lrif1,155.8,0.1,0.1,0.49,-3.39,0.069
Rora,178.6,0.1,0.1,0.49,-3.51,0.069
Mapk8,123.5,0,0.1,1,-3.82,0.069
Eif3h,156.1,0,0.1,1,-3.83,0.069
Asah1,160,0,0.1,1,-3.81,0.069
Rtp4,489.7,0.1,0.2,0.77,-3.56,0.069
Ankrd36,255.9,0.1,0.1,0.36,-3.62,0.068
Cdkn2c,122.5,0,0.1,1,-3.83,0.068
Fh1,144.1,0.1,0.1,0.36,-3.48,0.068
Slc25a31,57.9,0.1,0.1,-0.13,-3.48,0.068
Ttc12,10.8,0.1,0.1,-0.1,-3.61,0.068
Apc,154.8,0,0.1,1,-3.93,0.068
1700017N19Rik,436.2,0.4,0.3,-0.27,-3.38,0.068
Sh3d21,35.1,0.1,0.1,-0.1,-3.67,0.067
1700006A11Rik,88.4,0,0.1,1,-3.78,0.067
Rnf115,208.9,0.1,0.1,0.36,-3.62,0.067
