prey,Base_diUb4,Vec_diUb4,di4spUb,Enr_diUb4,sEnr_diUb4,p_Bind_diUb4
Taf4a,31.7,0,0.1,1.04,-3.79,0.084
Arl6ip5,26.7,0,0.1,1.04,-3.79,0.084
Slfn5,44.6,0,0.1,1.04,-3.91,0.084
Zfp334,18.7,0,0.1,1.04,-3.79,0.084
Jtb,27.9,0,0.1,1.04,-3.8,0.083
Zfp932,50.3,0,0.1,1.04,-3.82,0.083
Rbm43,210.7,125.7,92.7,-0.44,-2.96,0.083
Galnt16,40.4,0,0.1,1.04,-3.87,0.083
Tfpi2,55.9,0,0.1,1.04,-3.93,0.083
1700015E13Rik,38.3,0,0.1,1.04,-3.88,0.083
Srsf2,116.8,130.5,57.4,-1.19,-2.99,0.083
Rpl37,73.1,0,0.1,1.04,-3.87,0.083
Arhgap18,105,0.1,0.2,0.26,-3.43,0.083
Eif1b,54.3,0,0.1,1.04,-3.82,0.083
Pcgf5,76.2,0,0.1,1.04,-3.92,0.083
Atp6v0c,25.8,0,0.1,1.04,-3.79,0.082
Mrpl44,51.4,0,0.1,1.04,-3.88,0.082
6330403K07Rik,29.2,0,0.1,1.04,-3.72,0.082
Psmc5,143.4,0.1,0.2,0.67,-3.23,0.082
Nf2,78.3,0,0.1,1.04,-3.95,0.082
Gm14391,47.2,0,0.1,1.04,-3.9,0.082
Iqcf3,54.4,0,0.1,1.04,-3.93,0.082
0610009B22Rik,227.3,0.1,0.2,0.67,-3.42,0.082
Ccna1,33.3,0,0.1,1.04,-3.88,0.081
Ddo,53,0,0.1,1.04,-3.93,0.081
Tex24,69.9,0,0.1,1.04,-3.91,0.081
Fam222b,54.3,0,0.1,1.04,-3.87,0.081
Dnajb4,145.3,1090.4,470.7,-1.21,-3.02,0.081
Ptprm,61.2,0,0.1,1.04,-3.95,0.081
Egr1,93.7,0,0.1,1.04,-4.01,0.081
Abca3,80.8,0,0.1,1.04,-3.98,0.081
Sub1,139.2,50.6,17.8,-1.51,-3.14,0.081
Colec12,68.5,0,0.1,1.04,-3.97,0.081
Dyrk1a,41.1,0,0.1,1.04,-3.96,0.08
6330416G13Rik,24.7,0,0.1,1.04,-3.91,0.08
Pomt2,27.1,0,0.1,1.04,-3.83,0.08
Wdr31,45.3,0,0.1,1.04,-3.86,0.08
Gfra1,53.2,0,0.1,1.04,-3.92,0.08
Mpp4,27.5,0,0.1,1.04,-3.9,0.08
Pmfbp1,81.6,0,0.1,1.04,-3.99,0.08
Prss39,71.4,0,0.1,1.04,-4.01,0.08
Fkrp,45.5,0,0.1,1.04,-3.84,0.08
Ppl,52.9,0,0.1,1.04,-3.85,0.079
Pgk1,226.4,0.1,0.2,0.83,-3.51,0.079
Rexo4,63.6,0,0.1,1.04,-3.96,0.079
Lrrc19,47,0,0.1,1.04,-3.9,0.079
Rpl36a,31,0,0.1,1.04,-3.78,0.079
Rnf185,95.6,0,0.1,1.04,-3.92,0.079
Riok1,43.2,0,0.1,1.04,-3.94,0.079
Mgat4e,35.9,0,0.1,1.04,-3.95,0.079
Agtr1a,57.4,0,0.1,1.04,-4.04,0.079
Smg8,48.8,0,0.1,1.04,-3.88,0.079
Atp10b,37.1,0,0.1,1.04,-3.85,0.079
Phtf1,110.3,0.1,0.2,0.18,-3.35,0.078
Nme2,11.2,0.1,0.1,-0.06,-3.7,0.078
Tmem30c,38.6,0,0.1,1.04,-3.88,0.078
Cdc42se1,50.4,0,0.1,1.04,-3.86,0.078
Serinc4,46.8,0,0.1,1.04,-3.93,0.078
Fam126b,121.1,0.1,0.2,0.26,-3.38,0.078
Csnk1d,36.1,0,0.1,1.04,-3.83,0.078
Fgd6,50,0,0.1,1.04,-3.86,0.078
Spag5,51.1,0,0.1,1.04,-3.98,0.078
Mta2,60.3,0,0.1,1.04,-3.94,0.078
Ptgfr,41.1,0,0.1,1.04,-4,0.077
Slc37a4,57.2,0,0.1,1.04,-4.01,0.077
Gtdc1,81,0,0.1,1.04,-4.01,0.077
Abhd6,71.8,0,0.1,1.04,-3.98,0.077
Bap1,57.7,0,0.1,1.04,-3.92,0.077
Prkar2b,100.8,0,0.1,1.04,-4.03,0.077
Peli2,50.2,0,0.1,1.04,-3.94,0.077
Corin,41.7,0,0.1,1.04,-3.91,0.077
Ift140,51.6,0,0.1,1.04,-3.86,0.077
Spata16,214.9,0.1,0.2,0.58,-3.52,0.077
Nol11,56.8,0,0.1,1.04,-3.93,0.077
Tnfaip8,90.6,0,0.1,1.04,-4.07,0.076
Gnas,86.6,0,0.1,1.04,-4,0.076
Ms4a4d,50.8,0,0.1,1.04,-4.05,0.076
Rps17,32.3,0,0.1,1.04,-3.92,0.076
Ctag2,69.6,0,0.1,1.04,-4.01,0.076
4921539E11Rik,136,0,0.1,1.04,-4.07,0.076
Cog3,78.3,0,0.1,1.04,-4.01,0.076
Keg1,409.2,0.1,0.2,0.58,-3.57,0.076
Hps3,72.5,0,0.1,1.04,-3.99,0.076
Ak4,279.2,0.1,0.2,0.83,-3.55,0.076
Ankrd49,88.8,0,0.1,1.04,-3.9,0.076
Clvs2,33.1,0,0.1,1.04,-3.93,0.076
Hlf,39.9,0,0.1,1.04,-3.85,0.076
Wwtr1,53.9,0,0.1,1.04,-3.98,0.076
Map4k4,39.3,0,0.1,1.04,-3.82,0.076
l7Rn6,39.7,0,0.1,1.04,-4,0.076
Ddx24,64.3,0,0.1,1.04,-4,0.076
Hba-a1,25.4,0,0.1,1.04,-3.84,0.075
Rwdd1,43.1,0,0.1,1.04,-3.83,0.075
4933402N03Rik,28.2,0.2,0.2,-0.42,-3.32,0.075
Lman2l,124.8,0,0.1,1.04,-3.96,0.075
Ucp1,49.4,0,0.1,1.04,-3.94,0.075
Sat2,44.2,0,0.1,1.04,-3.96,0.075
Socs2,70.3,0,0.1,1.04,-3.96,0.075
A2m,31.1,0,0.1,1.04,-3.91,0.075
Adal,59.5,0,0.1,1.04,-4.03,0.075
Ppapdc2,77.5,0,0.1,1.04,-3.93,0.075
Cdc14b,103.7,0.1,0.2,0.34,-3.39,0.075
Ahcy,41,0,0.1,1.04,-3.95,0.075
Ube2e3,127.3,286.6,96.6,-1.57,-3.12,0.075
Tcp10b,233.5,0.2,0.2,0.24,-3.65,0.074
Msl3,58.7,0,0.1,1.04,-3.92,0.074
Ctnnb1,379,0.2,0.3,0.32,-3.51,0.074
Rnf103,147.3,0,0.1,1.04,-4.01,0.074
Gtsf1l,123.2,0,0.1,1.04,-4.09,0.074
Myl12a,97.9,0,0.1,1.04,-3.98,0.074
Blvra,320.1,0.1,0.2,0.83,-3.54,0.074
Cisd2,94.1,0,0.1,1.04,-3.97,0.074
Hps5,46.2,0,0.1,1.04,-3.94,0.074
Tagap1,73.2,0,0.1,1.04,-3.92,0.074
Stambpl1,71.3,0,0.1,1.04,-4.05,0.074
Tekt2,55.6,0,0.1,1.04,-4.01,0.074
Fam13b,60.4,0,0.1,1.04,-4,0.074
Bod1l,68.8,0,0.1,1.04,-4.04,0.074
Slc23a1,38.1,0,0.1,1.04,-4.02,0.074
Lyzl1,90.5,0,0.1,1.04,-4.07,0.073
Vps28,51.7,0,0.1,1.04,-4,0.073
Usp44,50.8,0,0.1,1.04,-3.95,0.073
Tmem237,61,0,0.1,1.04,-3.97,0.073
Bmp6,55.8,0,0.1,1.04,-4,0.073
Ggps1,116.8,1,0.8,-0.32,-3.2,0.073
Acat1,205.5,0.1,0.2,0.34,-3.55,0.073
Gm15319,58.1,0,0.1,1.04,-4.04,0.073
Atp5l,51.9,0,0.1,1.04,-3.88,0.073
Als2,59.8,0,0.1,1.04,-4.07,0.073
Ust,36.9,0,0.1,1.04,-3.88,0.073
Smad3,73.9,0,0.1,1.04,-4.1,0.073
Uhrf2,110.2,0,0.1,1.04,-4.09,0.072
Rbx1,75.1,0,0.1,1.04,-3.99,0.072
Fam114a2,82,0,0.1,1.04,-4.12,0.072
Snupn,51.6,0,0.1,1.04,-4.03,0.072
Rbbp8,66.1,0,0.1,1.04,-3.99,0.072
Bco1,60.5,0,0.1,1.04,-3.98,0.072
1700007G11Rik,83.8,0,0.1,1.04,-3.97,0.072
Nudt7,56.3,0,0.1,1.04,-4,0.072
Stip1,85.7,0,0.1,1.04,-4.13,0.072
Myo6,333,0.1,0.2,0.96,-3.55,0.072
Nsfl1c,53.4,0,0.1,1.04,-3.97,0.072
Ccpg1os,64.8,0,0.1,1.04,-3.95,0.072
Agl,50.1,0,0.1,1.04,-3.96,0.072
Stard6,374.8,0.2,0.3,0.44,-3.43,0.072
Cs,418.2,12386.8,3673.2,-1.75,-3.2,0.072
Zfp191,138.9,0,0.1,1.04,-4.09,0.072
Gpr158,102.5,0,0.1,1.04,-4.1,0.071
Pfkfb3,63.9,0,0.1,1.04,-3.98,0.071
Armcx4,63.1,0,0.1,1.04,-4.07,0.071
Mfn1,126.7,0,0.1,1.04,-4.1,0.071
Rprd1b,105.8,0,0.1,1.04,-4.13,0.071
Tmem62,59.6,0,0.1,1.04,-4.06,0.071
Pmpca,69.5,0,0.1,1.04,-3.96,0.071
Gtf2h5,76.3,0,0.1,1.04,-4.05,0.071
Fam170a,157.9,0.1,0.2,0.26,-3.57,0.07
Chuk,120,0,0.1,1.04,-4.04,0.07
Lrrc28,39,0,0.1,1.04,-3.94,0.07
Zfp882,11.8,0.1,0.1,-0.19,-3.81,0.07
Dusp16,77.3,0,0.1,1.04,-4.09,0.07
Dnah6,69.9,0,0.1,1.04,-4,0.07
Rad50,69.8,0,0.1,1.04,-3.97,0.07
Rfx4,61.3,0,0.1,1.04,-4.09,0.07
Tchp,59,0,0.1,1.04,-4,0.07
Rnf32,430.2,0.5,0.5,0.21,-3.43,0.07
Cmtm4,64.8,0,0.1,1.04,-3.97,0.07
Zfp329,76.5,0,0.1,1.04,-4.1,0.07
St6gal1,101.8,0,0.1,1.04,-4.09,0.07
Dnajc8,532.7,0.4,0.4,0.01,-3.43,0.07
Med12l,59.5,0,0.1,1.04,-4.04,0.07
Tti2,93.3,0,0.1,1.04,-4.14,0.07
Mrpl16,51.6,0,0.1,1.04,-4.01,0.07
Ttbk2,155.7,0.2,0.2,0.17,-3.45,0.07
Eif2ak4,51.5,0,0.1,1.04,-3.97,0.07
Ddx18,76.8,0,0.1,1.04,-4.14,0.07
Rfx5,60.6,0,0.1,1.04,-4.02,0.069
Ubr5,103.8,0,0.1,1.04,-4.04,0.069
Chtop,128.3,0,0.1,1.04,-4.16,0.069
Slc24a5,59.3,0,0.1,1.04,-3.96,0.069
Phactr1,102.3,0,0.1,1.04,-4.11,0.069
Gm1993,109.1,0,0.1,1.04,-4.04,0.069
Snrpd3,58.2,0,0.1,1.04,-3.99,0.069
Fmo1,184.9,0.1,0.2,0.26,-3.46,0.069
Bcs1l,73.8,0,0.1,1.04,-4.01,0.069
Klhl13,53.7,0,0.1,1.04,-4.06,0.069
Snx27,66.9,0,0.1,1.04,-4.1,0.069
Gpn1,52.4,0,0.1,1.04,-3.96,0.068
0610007P14Rik,239.9,0.1,0.2,0.34,-3.72,0.068
Fgg,77.3,0,0.1,1.04,-4.06,0.068
Phka2,18.4,0.1,0.1,-0.19,-3.85,0.068
Hmgcs2,94,0,0.1,1.04,-4.08,0.068
Dync2li1,69.1,0,0.1,1.04,-4.05,0.068
Zfc3h1,163.4,0,0.1,1.04,-4.16,0.068
Slc16a4,87.5,0,0.1,1.04,-4.03,0.067
Txndc16,111.3,0,0.1,1.04,-4.06,0.067
Dpagt1,65.7,0,0.1,1.04,-4.11,0.067
Tfdp2,75.6,0,0.1,1.04,-4.1,0.067
Otub2,110.4,0,0.1,1.04,-4.02,0.067
Phkb,127.9,0,0.1,1.04,-4.19,0.067
Ms4a6b,76,0,0.1,1.04,-4.13,0.067
Cd48,70.3,21.2,8.1,-1.39,-3.17,0.067
Fabp12,84.5,0,0.1,1.04,-4.08,0.067
Mpc1,137.9,0,0.1,1.04,-4.17,0.066
Snhg11,168.9,0,0.1,1.04,-4.15,0.066
Armc8,70.6,0,0.1,1.04,-4.08,0.066
Fam32a,95.8,0,0.1,1.04,-4.09,0.066
Aldh7a1,85.7,0,0.1,1.04,-4.11,0.066
Usp39,68.9,0,0.1,1.04,-4.01,0.066
Acy3,76.6,0,0.1,1.04,-4.01,0.066
Fam208b,235.1,0.1,0.2,0.34,-3.75,0.066
Fscb,86.9,0,0.1,1.04,-4.12,0.066
Slc4a1ap,50.2,0,0.1,1.04,-4.07,0.066
Car8,94.3,0,0.1,1.04,-4.1,0.066
Cpsf7,209.2,0.1,0.2,0.34,-3.55,0.066
Zfp68,107.4,0,0.1,1.04,-4.15,0.066
Chd1,67.2,0,0.1,1.04,-4.06,0.065
1700129C05Rik,313.4,0.2,0.2,0.11,-3.59,0.065
Ankrd16,79.2,0,0.1,1.04,-4.1,0.065
Ralgps2,114.8,0,0.1,1.04,-4.16,0.065
Tefm,92.3,0,0.1,1.04,-4.1,0.065
Arhgef9,96.8,0,0.1,1.04,-4.14,0.065
Abca13,88.9,0,0.1,1.04,-4.22,0.065
Nek1,108.8,0,0.1,1.04,-4.17,0.065
Rnf20,90.7,0,0.1,1.04,-4.06,0.065
Acaca,78.6,0,0.1,1.04,-4.1,0.065
Adam30,78.6,0,0.1,1.04,-4.14,0.065
Galnt3,112.9,0,0.1,1.04,-4.08,0.065
Tanc1,116.9,0,0.1,1.04,-4.17,0.064
Efhd1,144.5,0,0.1,1.04,-4.2,0.064
Ankar,101.2,0,0.1,1.04,-4.16,0.064
Ccl25,164.7,0.1,0.2,0.18,-3.63,0.064
Syf2,111,0,0.1,1.04,-4.13,0.064
Laptm4b,239.4,0.3,0.3,-0.32,-3.58,0.064
Farp2,15.1,0.1,0.1,-0.06,-3.94,0.064
Farp1,86.5,0,0.1,1.04,-4.12,0.064
Gm6121,378.9,0.2,0.3,0.38,-3.6,0.064
Kiz,111.1,0,0.1,1.04,-4.1,0.064
Tprgl,74.3,0,0.1,1.04,-4.15,0.063
Srp54b,505.8,0.2,0.3,0.38,-3.77,0.063
Uchl3,30.2,14.5,5.3,-1.43,-3.19,0.063
Pgr,89.9,0,0.1,1.04,-4.16,0.063
Ext1,93.2,0,0.1,1.04,-4.12,0.063
Arhgef18,71.9,0,0.1,1.04,-4.06,0.063
Sumo2,602.3,0.4,0.3,-0.13,-3.68,0.063
Rsrc1,137,1.6,0.9,-0.82,-3.35,0.063
Ctnna1,130.3,0,0.1,1.04,-4.1,0.063
Eif3h,157.4,0,0.1,1.04,-4.19,0.063
Luc7l,129.5,0,0.1,1.04,-4.19,0.063
Cml3,14.4,0.1,0.1,-0.06,-3.85,0.063
Prss58,385.9,0.3,0.3,-0.04,-3.51,0.063
Gm10488,1141.7,0.4,0.4,0.07,-3.62,0.062
Wdr36,66.9,0,0.1,1.04,-4.28,0.062
Pitpnc1,106.7,0,0.1,1.04,-4.14,0.062
Cyp17a1,139.4,0,0.1,1.04,-4.27,0.062
Psmd11,116.2,0,0.1,1.04,-4.19,0.062
Akt3,172.2,0.2,0.2,-0.09,-3.66,0.062
Smndc1,158.9,0,0.1,1.04,-4.23,0.062
Fam84b,103.5,0,0.1,1.04,-4.19,0.062
Cideb,73.8,0,0.1,1.04,-4.07,0.062
Gsto2,168.6,0,0.1,1.04,-4.18,0.062
Arfrp1,107.6,0,0.1,1.04,-4.17,0.062
Nt5c2,91.8,0,0.1,1.04,-4.15,0.062
Ide,197.8,0,0.1,1.04,-4.14,0.061
Minpp1,62.4,0,0.1,1.04,-4.12,0.061
Anapc4,141.6,0,0.1,1.04,-4.21,0.061
Cdkn2c,118.6,0,0.1,1.04,-4.14,0.061
Vkorc1l1,128,0,0.1,1.04,-4.1,0.061
Smad2,97,0,0.1,1.04,-4.21,0.061
1700011I03Rik,41.2,0.1,0.1,-0.19,-4,0.061
Ugt2b38,157.2,0,0.1,1.04,-4.27,0.061
Steap2,153.5,0.2,0.2,-0.14,-3.55,0.061
Anxa8,77.9,0,0.1,1.04,-4.1,0.061
Pex2,126.5,0,0.1,1.04,-4.16,0.061
Nfia,132.1,0,0.1,1.04,-4.21,0.061
Snrpb2,361.7,0.1,0.2,0.83,-3.78,0.061
Lta4h,119.1,3752.4,962.2,-1.96,-3.4,0.06
Nxf1,163.9,0.2,0.2,-0.27,-3.7,0.06
Zkscan6,22.2,0.1,0.1,-0.19,-3.89,0.06
Ano6,105.9,0,0.1,1.04,-4.24,0.06
Rab11a,197.5,0,0.1,1.04,-4.14,0.059
Fbxo7,131.2,0,0.1,1.04,-4.23,0.059
Lhfp,95,0,0.1,1.04,-4.16,0.059
Snx14,98.2,0,0.1,1.04,-4.32,0.059
Mipep,95.8,0,0.1,1.04,-4.16,0.059
4933405O20Rik,142.5,0,0.1,1.04,-4.33,0.059
Zfp207,324.3,0.4,0.3,-0.36,-3.73,0.059
Ccdc83,114.4,0,0.1,1.04,-4.17,0.059
Txndc5,95.5,0,0.1,1.04,-4.14,0.059
Cript,429.3,0.5,0.5,-0.11,-3.5,0.059
Mmaa,87.2,0,0.1,1.04,-4.19,0.059
Eif2s3y,147.5,0,0.1,1.04,-4.22,0.059
Pdilt,95,0,0.1,1.04,-4.11,0.059
Hpcal4,175.7,0.1,0.2,0.26,-3.62,0.059
Gstm6,109.2,0,0.1,1.04,-4.22,0.058
Adam29,83.6,0,0.1,1.04,-4.21,0.058
Slc22a6,130.1,0,0.1,1.04,-4.23,0.058
Ptger3,45,13.9,4,-1.78,-3.41,0.058
Nploc4,81.8,0,0.1,1.04,-4.12,0.058
Trim24,153.1,0.2,0.2,-0.42,-3.69,0.058
Cirh1a,76.2,0,0.1,1.04,-4.12,0.058
Ociad1,237.4,0.1,0.2,0.26,-3.78,0.058
Rufy3,179.6,0,0.1,1.04,-4.22,0.058
Igf2bp3,111.5,0,0.1,1.04,-4.25,0.057
Tapt1,124.9,0,0.1,1.04,-4.2,0.057
1700019G17Rik,177.1,0,0.1,1.04,-4.16,0.057
Sv2b,90.8,0,0.1,1.04,-4.13,0.057
Cdk17,208.7,0,0.1,1.04,-4.23,0.057
Dync1i1,20.3,0.1,0.1,-0.06,-3.92,0.057
Asah1,169.4,0,0.1,1.04,-4.29,0.057
Hnrnpa1,186.1,0.3,0.2,-0.24,-3.53,0.057
Ccdc173,165.2,0,0.1,1.04,-4.22,0.057
Acot10,25.8,0.1,0.1,-0.19,-3.95,0.057
Zc3h15,260.6,0,0.1,1.04,-4.34,0.057
Mak16,121.1,0,0.1,1.04,-4.32,0.056
Ugt3a1,224,0,0.1,1.04,-4.33,0.056
Sgce,139.4,0,0.1,1.04,-4.29,0.056
Slc30a5,112.4,0,0.1,1.04,-4.23,0.056
Ints6,133.1,0,0.1,1.04,-4.31,0.056
Gtf2b,211.7,0,0.1,1.04,-4.34,0.056
Vav1,11.8,0.1,0.1,-0.06,-3.98,0.056
Irf9,30.5,0.1,0.1,-0.19,-4.1,0.056
Araf,190.7,0,0.1,1.04,-4.29,0.056
Rrm2,38.4,0.1,0.1,-0.06,-4.05,0.056
Prrc2c,21.4,0.1,0.1,-0.06,-4.03,0.056
Tfam,184.9,0,0.1,1.04,-4.22,0.056
Ckap2l,23.9,0.1,0.1,-0.19,-4.14,0.056
Psmb8,16.7,0.1,0.1,-0.06,-3.96,0.056
Cep290,115.9,0,0.1,1.04,-4.19,0.055
B9d1,37.8,0.1,0.1,-0.06,-4.06,0.055
Lrrc66,12.7,0.1,0.1,-0.06,-4.02,0.055
Marcksl1,9.7,0.1,0.1,-0.19,-3.96,0.055
Aimp1,349.9,0.4,0.3,-0.46,-3.69,0.055
Snw1,56.9,0.1,0.1,-0.19,-4.06,0.055
Pabpc1,401.2,0.3,0.3,-0.18,-3.71,0.055
Atg10,28.3,0.1,0.1,-0.19,-4.03,0.055
Ppp2r3c,304.3,0.1,0.2,0.18,-3.83,0.055
Cyp7b1,178.7,0.4,0.3,-0.58,-3.56,0.054
Slc9b1,143.6,0,0.1,1.04,-4.29,0.054
Slc28a3,10.7,0.1,0.1,-0.19,-3.89,0.054
Spata24,35.5,0.1,0.1,-0.06,-4.14,0.054
Pcsk5,34.5,0.1,0.1,-0.19,-3.99,0.054
Umad1,119.2,0,0.1,1.04,-4.32,0.054
Pls3,457.4,0.2,0.2,-0.14,-3.84,0.054
Angptl7,19.6,0.1,0.1,-0.06,-3.98,0.054
Nek9,163.9,0,0.1,1.04,-4.35,0.054
Gsta4,269,0.1,0.2,0.18,-3.8,0.054
Pdik1l,39.6,0.1,0.1,-0.06,-4.07,0.054
BC061194,15,0.1,0.1,-0.06,-3.99,0.054
Scg5,167.1,0,0.1,1.04,-4.23,0.054
Mal,215.1,0.2,0.2,-0.09,-3.74,0.054
Them7,221.3,0,0.1,1.04,-4.3,0.054
Abcg2,25.2,0.1,0.1,-0.06,-3.97,0.053
Ascc1,38.9,0.1,0.1,-0.19,-4.11,0.053
Sdc4,23.9,0.1,0.1,-0.19,-4.11,0.053
1110057K04Rik,84.5,0,0.1,1.04,-4.22,0.053
Morc3,160.8,0,0.1,1.04,-4.33,0.053
Hspa4l,431.5,1188.6,272.2,-2.13,-3.5,0.052
Zfp39,26.5,0.1,0.1,-0.06,-4.11,0.052
Mtf2,147,2.2,0.8,-1.44,-3.48,0.052
Tssk3,26.9,0.1,0.1,-0.06,-4.06,0.052
Gykl1,326.4,0.2,0.2,0.11,-3.86,0.052
Psma1,673.7,0.2,0.3,0.44,-3.76,0.052
Zfp286,20.5,0.1,0.1,-0.06,-3.97,0.052
Pafah2,85.4,0.1,0.1,-0.06,-4.18,0.052
1700009N14Rik,168.8,0.2,0.2,-0.09,-3.8,0.052
Rhbdd1,229.9,0,0.1,1.04,-4.42,0.052
Wdr37,230.2,0.4,0.2,-0.76,-3.79,0.052
Deb1,19.1,0.1,0.1,-0.19,-4.05,0.052
AW549877,329.4,0.2,0.2,0.17,-3.77,0.051
Catsper3,160.4,0,0.1,1.04,-4.29,0.051
Cpa6,55.4,0.1,0.1,-0.06,-4.11,0.051
42624,145.1,0.2,0.2,-0.47,-3.88,0.051
Trim9,123.9,0,0.1,1.04,-4.24,0.051
Pcsk7,41.9,0.1,0.1,-0.19,-4.14,0.051
Nxf2,29.4,0.1,0.1,-0.19,-4.02,0.051
1700017N19Rik,422.2,0.4,0.3,-0.21,-3.74,0.051
Gltscr1l,71.4,0.1,0.1,-0.19,-4.23,0.051
Slfn8,22.3,0.1,0.1,-0.19,-4.17,0.051
Sdhc,271.6,0,0.1,1.04,-4.41,0.051
Ppm1g,46.7,0.1,0.1,-0.19,-4.21,0.051
Fam71d,313.6,0.2,0.2,-0.09,-3.86,0.051
D630023F18Rik,48.3,0.1,0.1,-0.19,-4.13,0.05
Ptprn2,93.9,0,0.1,1.04,-4.34,0.05
Prkcb,265.3,0.3,0.2,-0.59,-3.85,0.05
Capn2,393.8,0.3,0.3,-0.3,-3.74,0.05
Znrf3,31.6,0.1,0.1,-0.19,-4,0.05
Vmac,51.8,0.1,0.1,-0.19,-4.18,0.05
1700010I14Rik,159.2,0.2,0.2,-0.15,-3.71,0.05
Jkamp,192.5,0,0.1,1.04,-4.45,0.049
Ube2k,117.6,31.8,6.1,-2.38,-3.67,0.049
Sqrdl,187.6,0,0.1,1.04,-4.35,0.049
Lpgat1,280.7,0.1,0.2,0.18,-3.87,0.049
Cd59a,40.1,0.1,0.1,-0.06,-4.16,0.049
Far1,321,4.2,1.5,-1.47,-3.59,0.048
Tspan12,98.4,2.2,0.6,-1.73,-3.64,0.048
Spire1,176.2,0,0.1,1.04,-4.34,0.048
Osbpl1a,280.9,9.1,2.7,-1.74,-3.57,0.048
4930524B15Rik,42.3,0.1,0.1,-0.19,-4.12,0.048
Shisa9,61.9,0.1,0.1,-0.06,-4.2,0.048
Surf1,49.3,0.1,0.1,-0.06,-4.2,0.048
BC051142,301,0,0.1,1.04,-4.38,0.048
Fxyd4,38.4,0.1,0.1,-0.19,-4.23,0.047
Ndufb5,31.9,0.1,0.1,-0.19,-4.12,0.047
Slc22a3,26.6,0.1,0.1,-0.19,-4.12,0.047
Stmn2,185.3,0.3,0.2,-0.57,-3.9,0.047
Naa40,28.1,0.1,0.1,-0.19,-4.13,0.047
Sc5d,63.8,0.1,0.1,-0.19,-4.29,0.047
Cisd1,35.6,0.1,0.1,-0.06,-4.12,0.047
Pabpc6,188.8,0.5,0.2,-1.01,-3.89,0.047
Cgn,39.8,0.1,0.1,-0.19,-4.12,0.047
Prrc1,41.4,0.1,0.1,-0.06,-4.21,0.047
Lasp1,28.2,0.1,0.1,-0.19,-4.19,0.047
Tvp23b,211.9,0.2,0.2,-0.21,-3.87,0.047
Nxf3,32.3,0.1,0.1,-0.19,-4.16,0.046
Nsf,279.2,0.4,0.3,-0.43,-3.85,0.046
Cfdp1,331.9,0,0.1,1.04,-4.55,0.046
Cycs,114.8,0.3,0.2,-0.89,-3.96,0.046
Eif2b3,195,0.3,0.2,-0.49,-3.78,0.046
Fbxl17,132.7,0,0.1,1.04,-4.35,0.046
Triml1,62.1,0.1,0.1,-0.06,-4.26,0.046
Wfdc15b,86.7,0.1,0.1,-0.19,-4.3,0.046
Cd96,29.4,0.1,0.1,-0.06,-4.11,0.046
Mbd2,185.8,5.4,1.6,-1.75,-3.56,0.046
Zfp944,44.9,0.1,0.1,-0.06,-4.17,0.046
Cep70,63.6,0.1,0.1,-0.19,-4.18,0.046
Tm4sf1,558.2,0.6,0.4,-0.46,-3.84,0.046
S100a1,30.9,0.1,0.1,-0.19,-4.1,0.046
Dbi,65.4,0.1,0.1,-0.19,-4.19,0.046
Scd2,427.8,0.3,0.3,-0.07,-3.69,0.046
Papd7,74.1,0.1,0.1,-0.06,-4.25,0.046
Fam169a,53.8,0.1,0.1,-0.06,-4.25,0.045
Tbc1d8,38.6,0.1,0.1,-0.19,-4.24,0.045
Gxylt2,29.8,0.1,0.1,-0.19,-4.23,0.045
Ovgp1,71,0.1,0.1,-0.06,-4.26,0.045
Map3k7,74.8,0.1,0.1,-0.19,-4.34,0.045
Zdhhc16,79.9,0.1,0.1,-0.19,-4.2,0.045
Osgepl1,258.3,0.3,0.2,-0.77,-3.96,0.045
Dnajc12,353.6,0.4,0.2,-0.73,-3.93,0.045
Pbdc1,57.2,0.1,0.1,-0.19,-4.24,0.045
Gm14420,43.7,0.1,0.1,-0.06,-4.21,0.045
Ccnl2,68.6,0.1,0.1,-0.19,-4.25,0.044
Ptrh2,47.8,0.1,0.1,-0.06,-4.24,0.044
Tmtc4,58.3,0.1,0.1,-0.19,-4.28,0.044
Cops7a,55.8,0.1,0.1,-0.06,-4.19,0.044
Ccdc3,27,0.1,0.1,-0.06,-4.14,0.044
Hmgb4,144,0.1,0.1,-0.06,-4.36,0.044
Fam229b,186.9,0.1,0.1,-0.19,-4.52,0.044
Heatr5a,23.1,0.1,0.1,-0.06,-4.13,0.044
Tnfaip3,52.9,0.1,0.1,-0.19,-4.19,0.044
Lmo2,102.2,0.1,0.1,-0.19,-4.42,0.044
Epha4,101.4,0.1,0.1,-0.19,-4.28,0.044
Timm17a,114.4,0.1,0.1,-0.19,-4.32,0.044
Hddc2,43.2,0.1,0.1,-0.19,-4.26,0.044
Samd9l,233.8,0.5,0.3,-0.45,-3.67,0.044
4930548H24Rik,47.6,0.1,0.1,-0.06,-4.12,0.044
Tsen15,31.6,0.1,0.1,-0.19,-4.09,0.044
Kif9,128.9,0.1,0.1,-0.06,-4.43,0.043
Sema6d,86.7,0.1,0.1,-0.19,-4.26,0.043
Cnbd2,48.1,0.1,0.1,-0.19,-4.31,0.043
Resp18,57,0.1,0.1,-0.19,-4.22,0.043
Zfyve20,33.4,0.1,0.1,-0.19,-4.19,0.043
Tcte2,42.3,0.1,0.1,-0.19,-4.24,0.043
Trp53bp2,43.8,0.1,0.1,-0.19,-4.22,0.043
